name,user_id,password,age,weight,height,bmi,gender,muscle_gain_goal,weight_goal,workout_days_per_week,workload_intensity,bmr,tdee,protein,carb,fat
Kathleen Gonzalez MD,user2015,2024nutrition,29,53.40652241358264,170.47898607003555,18.376068122342925,Female,Yes,Gain Weight (Muscle),6,High,1344.017011603369,2318.429345015812,231.8429345015812,173.8822008761859,77.28097816719372
Catherine Scott,user2016,2024nutrition,40,106.114000623414,154.65166780483924,44.367348237560485,Female,Yes,Lose Weight (High Priority),4,Low,1734.740030624101,2385.267542108139,208.71090993446217,119.26337710540696,119.26337710540696
Steven Browning,user2017,2024nutrition,26,68.9434948229627,176.6277469497356,22.09914320619908,Female,Yes,Maintain Weight,4,Low,1519.7262566782172,2089.6236029325487,208.96236029325487,156.72177021994116,69.65412009775162
Dorothy Williams,user2018,2024nutrition,25,106.97340797506976,178.75959418218534,33.47627383555074,Male,Yes,Lose Weight (High Priority),7,Low,2237.427039122317,3076.462178793186,269.1904406444038,153.8231089396593,153.82310893965928
Robert Johnson,user2019,2024nutrition,65,43.161061841836,180.0099592396906,13.319841392583552,Male,No,Maintain Weight,4,Low,1161.4535398863522,1596.9986173437344,99.8124135839834,159.69986173437346,62.10550178558967
Kristopher Stuart,user2020,2024nutrition,61,117.05389279081643,155.5611937533104,48.370806319839645,Male,Yes,Lose Weight (High Priority),3,Moderate,2056.7741705407047,2828.064484493469,247.4556423931785,141.4032242246735,141.40322422467344
Mitchell Peterson,user2021,2024nutrition,47,64.52433004050171,187.8248184075576,18.290161854495825,Female,Yes,Maintain Weight,4,Low,1422.6207673111328,1956.103555052808,195.6103555052808,146.7077666289606,65.20345183509359
Debra Wells,user2022,2024nutrition,36,85.10117411255786,157.72712803499132,34.207612255389535,Female,Yes,Lose Weight (High Priority),6,High,1567.2821996712255,2703.561794432864,236.56165701287563,135.17808972164323,135.1780897216432
Frederick Shelton,user2023,2024nutrition,47,103.78144080758008,181.4468752324344,31.522504025699547,Female,No,Lose Weight (High Priority),5,Low,1765.8724026177747,2428.07455359944,121.403727679972,182.10559151995804,134.89303075552445
Todd Weber,user2024,2024nutrition,65,74.69270172382538,170.88373633700593,25.57859621926972,Male,No,Lose Weight,1,Moderate,1540.0861756753802,2117.618491553648,105.8809245776824,158.8213868665236,94.11637740238432
Cathy Wiggins,user2025,2024nutrition,46,88.74774694195065,184.06470388684085,26.194873370368704,Female,Yes,Lose Weight,6,Moderate,1639.2958686136506,2540.9085963511584,222.3295021807264,127.04542981755796,98.8131120803228
Austin Jefferson,user2026,2024nutrition,59,65.20395678854402,164.21043339050877,24.18089973833947,Female,Yes,Maintain Weight,6,Low,1303.7879110674628,1792.708377717761,179.27083777177614,134.45312832883212,59.75694592392537
Whitney Baker,user2027,2024nutrition,60,66.25365389394229,179.0912074133575,20.656717291004128,Male,No,Maintain Weight,6,Moderate,1494.8009055938471,2316.9414036704634,144.80883772940396,231.6941403670464,90.1032768094069
Sandra Smith,user2028,2024nutrition,50,50.17587234849366,155.93534716857678,20.635062507336087,Female,Yes,Maintain Weight,7,Moderate,1178.1569971347717,1826.1433455588965,182.61433455588963,136.96075091691725,60.87144485196321
John Reyes,user2029,2024nutrition,64,85.62254960956264,155.21057533682065,35.542300818745154,Male,Yes,Lose Weight (High Priority),7,High,1616.9748481607132,3072.252211505355,268.8220685067185,153.61261057526778,153.61261057526772
Alicia Lane,user2030,2024nutrition,46,97.008701642078,150.9998090878793,42.54591769763189,Female,Yes,Lose Weight (High Priority),3,High,1613.2498726385452,2218.218574878,194.094125301825,110.91092874390002,110.9109287439
Brenda Sherman,user2031,2024nutrition,38,45.10970474782886,169.73713623492972,15.657277304331709,Female,No,Maintain Weight,6,Moderate,1226.0280878589858,1900.343536181428,118.77147101133926,190.03435361814283,73.90224862927775
Kyle Mason,user2032,2024nutrition,58,62.33053044376415,173.70050930405057,20.65849308670118,Male,No,Maintain Weight,2,Moderate,1427.7268605052468,1963.1244331947144,122.69527707466963,196.31244331947144,76.34372795757221
Virginia Franco,user2033,2024nutrition,55,55.47933656527317,155.88791703340365,22.83002309927704,Male,Yes,Maintain Weight,6,Moderate,1267.4897858082688,1964.609168002817,196.46091680028167,147.34568760021128,65.48697226676056
Kristin Harvey,user2034,2024nutrition,21,90.2979943526636,163.47428860763478,33.789299776903945,Male,No,Lose Weight (High Priority),2,Low,1963.3803413706737,2699.6479693846763,134.98239846923383,202.4735977038508,149.98044274359313
Casey Boyd,user2035,2024nutrition,39,79.06418784692086,177.06071538481314,25.21943687749057,Female,No,Lose Weight,3,High,1558.363641282628,2142.750006763614,107.1375003381807,160.70625050727105,95.2333336339384
Ashlee Williams,user2036,2024nutrition,49,47.10960750090291,168.2763386964373,16.636554132418844,Female,No,Maintain Weight,6,Moderate,1192.3656378424118,1848.1667386557383,115.51042116598364,184.81667386557385,71.87315094772315
Nancy Glover,user2037,2024nutrition,54,57.39953395065942,157.91589575768944,23.01742146028475,Male,No,Maintain Weight,3,High,1308.623940078136,1799.357917607437,112.4598698504648,179.9357917607437,69.97503012917811
Paula Roberts,user2038,2024nutrition,68,45.8246778359801,189.86318205998245,12.7121178336392,Male,No,Maintain Weight,6,Low,1227.392619674481,1687.664852052411,105.47905325327572,168.76648520524114,65.63141091314932
Michael Whitaker,user2039,2024nutrition,30,58.26072654538198,157.050885629521,23.62082796994445,Female,No,Maintain Weight,4,High,1342.9735820454032,2081.609052170375,130.10056576064844,208.1609052170375,80.95146313995902
Mallory Harris,user2040,2024nutrition,29,105.53208908041292,160.9557063482948,40.73538063831063,Male,No,Lose Weight (High Priority),6,Low,2109.968832175759,2901.2071442416686,145.06035721208343,217.5905358181252,161.1781746800927
Robert Collins,user2041,2024nutrition,52,94.14811371319892,185.2857357540723,27.423801102629728,Male,Yes,Lose Weight,2,Moderate,1943.6465252995192,2672.513972286839,233.84497257509844,133.625698614342,103.93109892226596
Joseph Woods,user2042,2024nutrition,54,63.10885014268606,151.8938275612976,27.35331805330004,Male,No,Lose Weight,2,Low,1356.2117438282323,1864.79114776382,93.23955738819096,139.8593360822865,82.87960656728086
Michele Serrano,user2043,2024nutrition,39,81.39640043258697,178.2521873768843,25.61742443742492,Female,Yes,Lose Weight,6,Moderate,1583.620791293719,2454.612226505265,214.7785698192107,122.73061132526328,95.45714214187142
Mr. James Hall,user2044,2024nutrition,49,55.35616156916039,174.40830593380343,18.198334389757328,Male,Yes,Maintain Weight,4,Low,1388.7809567183645,1909.573815487751,190.95738154877512,143.21803616158135,63.652460516258365
William Snyder,user2045,2024nutrition,69,98.02257204319716,188.3323323676757,27.636072551941,Female,No,Lose Weight,4,Low,1638.6912893585034,2253.2005228679423,112.66002614339712,168.9900392150957,100.14224546079744
Sharon Carter,user2046,2024nutrition,62,110.2776578454154,167.22908241107,39.433372394269085,Female,No,Lose Weight (High Priority),2,High,1716.9461994060512,2360.8010241833204,118.04005120916602,177.06007681374905,131.1556124546289
Janet Underwood,user2047,2024nutrition,46,102.74229558176202,186.5534960298949,29.52177599918937,Female,Yes,Lose Weight,1,Moderate,1776.413737945168,2442.568889674606,213.72477784652804,122.12844448373032,94.98879015401243
Gregory Anderson,user2048,2024nutrition,65,73.36839208704085,164.86894314724717,26.991765571782736,Female,No,Lose Weight,6,Low,1355.3445074990384,1863.598697811177,93.1799348905589,139.76990233583837,82.8266087916079
Tyler Patton,user2049,2024nutrition,30,83.83727053601027,167.45289395364796,29.898666275142908,Male,Yes,Lose Weight,6,High,1844.8263514544865,3182.325456258989,278.4534774226616,159.1162728129495,123.75710107673846
Catherine Campbell,user2050,2024nutrition,21,87.98488677224282,167.97854304096748,31.181748135336267,Female,Yes,Lose Weight (High Priority),4,Moderate,1690.6567743238463,2620.5180002019624,229.29532501767173,131.02590001009816,131.0259000100981
Leah Wiley,user2051,2024nutrition,19,93.49638506582647,178.64769611401147,29.29543695374145,Male,No,Lose Weight,7,High,2090.4003643780184,3971.7606923182334,198.5880346159117,297.88205192386766,176.52269743636597
Colleen Richardson,user2052,2024nutrition,47,85.03149385588725,177.75309696161764,26.91196793914598,Female,No,Lose Weight,5,Moderate,1581.048318072481,2450.6248930123456,122.53124465061728,183.79686697592595,108.9166619116598
Mrs. Lisa Smith MD,user2053,2024nutrition,67,64.73245867811832,176.11571393197303,20.87016523404645,Male,Yes,Maintain Weight,1,High,1420.40306007029,1953.054207596649,195.30542075966488,146.47906556974868,65.10180691988829
Jennifer Peters,user2054,2024nutrition,31,65.47166138548312,157.65579639938093,26.3410738618146,Female,Yes,Lose Weight,7,Moderate,1407.1971100768444,2181.1555206191088,190.85110805417204,109.05777603095544,84.82271469074311
Anthony Gray,user2055,2024nutrition,68,50.272733011368544,164.0746172880131,18.67453066959317,Male,No,Maintain Weight,6,Moderate,1163.2238925184793,1802.997033403643,112.68731458772768,180.29970334036432,70.11655129903055
Stephanie Baker,user2056,2024nutrition,65,79.6074710053933,172.73585043574354,26.68018657776953,Male,Yes,Lose Weight,2,High,1614.817635300387,2220.3742485380326,194.28274674707788,111.01871242690166,86.34788744314571
Darrell Sheppard,user2057,2024nutrition,59,87.63845397412177,157.95327584288432,35.126706578822166,Male,Yes,Lose Weight (High Priority),4,Low,1685.5291386613114,2317.602565659304,202.79022449518905,115.8801282829652,115.88012828296516
Michael Jensen,user2058,2024nutrition,60,46.509261967416606,185.7811076771497,13.475235134612804,Male,Yes,Maintain Weight,1,Low,1262.390118320122,1735.7864126901677,173.57864126901677,130.1839809517626,57.859547089672255
Karen Schmitt,user2059,2024nutrition,62,53.81658724949893,181.19020280236404,16.392558098438222,Female,Yes,Maintain Weight,7,Low,1238.1022305778404,1702.3905670445306,170.23905670445308,127.6792925283398,56.746352234817685
Vanessa Ray,user2060,2024nutrition,21,94.01054440168312,162.8649939793691,35.4422326865309,Male,Yes,Lose Weight (High Priority),7,Moderate,2010.1933694563409,3115.7997226573284,272.63247573251624,155.78998613286646,155.7899861328664
Wanda Jones,user2061,2024nutrition,22,100.62527311104344,181.4210523986604,30.572553124158706,Male,No,Lose Weight (High Priority),5,Low,2182.184414329821,3000.503569703504,150.0251784851752,225.0377677277628,166.69464276130577
Valerie Bowman,user2062,2024nutrition,39,82.85879641109499,175.2345441605573,26.983555504927523,Female,No,Lose Weight,5,Moderate,1587.794908222802,2461.082107745343,123.05410538726716,184.5811580809008,109.38142701090412
Cathy Dunn,user2063,2024nutrition,61,64.98466368823968,165.81434185026723,23.635603333541347,Male,Yes,Maintain Weight,7,High,1408.4075659707794,2675.974375344481,267.5974375344481,200.6980781508361,89.19914584481603
Devin Smith,user2064,2024nutrition,42,77.42066362541935,159.00097157779646,30.6236768593339,Male,Yes,Lose Weight (High Priority),6,High,1650.1782931915884,2846.5575557554903,249.07378612860543,142.32787778777455,142.3278777877745
Karen Garcia,user2065,2024nutrition,28,113.72158421829349,180.2137333005924,35.01604840021912,Male,Yes,Lose Weight (High Priority),5,High,2317.779769882021,3592.5586433171325,314.3488812902491,179.62793216585666,179.6279321658566
Joe Jackson,user2066,2024nutrition,46,70.17758775634468,159.75815123786643,27.496181361929672,Male,Yes,Lose Weight,4,Low,1534.0685109622707,2109.3442025731224,184.56761772514824,105.46721012865612,82.0300523222881
Alex Bass,user2067,2024nutrition,25,112.28105093878226,170.61349323086037,38.57267151774073,Female,No,Lose Weight (High Priority),1,Low,1906.1664800601247,2620.978910082672,131.0489455041336,196.57341825620043,145.60993944903734
Erin Dean,user2068,2024nutrition,41,59.55605222617734,182.7984470728952,17.823003738102315,Female,Yes,Maintain Weight,6,High,1387.0874039672913,2392.7257718435776,239.27257718435777,179.45443288826834,79.75752572811925
Douglas Johnson,user2069,2024nutrition,37,82.24506040318303,163.86125617338556,30.630724145881665,Female,No,Lose Weight (High Priority),6,High,1555.545245173382,2683.315547924084,134.16577739620422,201.2486660943064,149.07308599578244
Joseph Lucas,user2070,2024nutrition,29,45.33501665331471,178.15000964487703,14.284402504495429,Male,No,Gain Weight (Muscle),7,Moderate,1386.024114390222,2148.3373773048443,134.27108608155277,214.83373773048444,83.54645356185505
John Porter,user2071,2024nutrition,29,87.47085966382588,169.65471901639643,30.39005641805606,Male,No,Lose Weight (High Priority),3,High,1909.749103475962,2625.905017279448,131.2952508639724,196.9428762959586,145.88361207108042
Edward Campbell,user2072,2024nutrition,59,45.41301013299961,179.87564087058746,14.035748602348674,Male,Yes,Maintain Weight,2,High,1225.0402972897452,1684.4304087733997,168.44304087733997,126.332280658005,56.14768029244666
Justin Cox,user2073,2024nutrition,25,115.06663424106664,157.6278737761384,46.31091641599966,Female,No,Lose Weight (High Priority),1,Low,1891.69531978562,2601.081064705227,130.05405323526136,195.0810798528921,144.50450359473484
Craig Hill,user2074,2024nutrition,26,93.15195118317864,185.10228431925108,27.18744523427784,Male,No,Lose Weight,3,Moderate,2077.0225524491307,2855.9060096175544,142.79530048087773,214.1929507213166,126.9291559830024
Christy Perry,user2075,2024nutrition,50,60.37140603858192,189.7075956720762,16.774973811610522,Female,Yes,Maintain Weight,5,Moderate,1377.061523030859,2134.445360697832,213.4445360697832,160.08340205233736,71.1481786899277
Rick Benson,user2076,2024nutrition,32,54.13841576724397,176.37634673920647,17.403029536369758,Male,Yes,Maintain Weight,7,Moderate,1478.4204440352194,2291.55168825459,229.155168825459,171.86637661909427,76.38505627515299
Jacob Sanders,user2077,2024nutrition,44,54.90545716640944,180.16809799794385,16.91452181174492,Male,Yes,Maintain Weight,6,Moderate,1438.7691119505198,2230.092123523306,223.0092123523306,167.25690926424795,74.33640411744352
Haley Palmer,user2078,2024nutrition,60,41.32281481841802,172.93254634267038,13.817721161087553,Female,Yes,Maintain Weight,2,Low,1105.6500971955045,1520.2688836438183,152.02688836438185,114.0201662732864,50.67562945479394
Frank Bowman,user2079,2024nutrition,35,57.48470041907843,168.3679315264402,20.278392252471257,Female,No,Maintain Weight,4,Moderate,1349.20787664413,2091.2722087984016,130.7045130499001,209.12722087984017,81.32725256438228
John Henderson,user2080,2024nutrition,45,69.40280539474753,154.84613271935893,28.945182968133764,Male,Yes,Lose Weight,7,Moderate,1505.7929747936362,2333.9791109301364,204.2231722063869,116.69895554650684,90.76585431394976
Alexis Martin DDS,user2081,2024nutrition,50,55.761093162126585,176.93477147106194,17.8116806652121,Male,No,Maintain Weight,5,Low,1400.6533333826362,1925.8983334011248,120.3686458375703,192.58983334011248,74.89604629893262
Benjamin Dunlap,user2082,2024nutrition,26,83.67462620332336,174.92715026433967,27.34508884190563,Male,No,Lose Weight,4,High,1901.2243613644896,2946.897760114959,147.34488800574795,221.017332008622,130.97323378288706
Frank Russell,user2083,2024nutrition,18,59.572808260136085,187.09520489413893,17.018558003966547,Male,Yes,Gain Weight (Muscle),6,Low,1682.142800548016,2312.946350753522,231.2946350753522,173.4709763065142,77.09821169178406
Samuel Daugherty,user2084,2024nutrition,37,49.74411560866792,150.36613206912747,22.00096131342419,Female,Yes,Maintain Weight,5,Low,1213.2011141835092,1668.151532002325,166.81515320023252,125.1113649001744,55.60505106674416
Oscar Ward,user2085,2024nutrition,19,103.49995408554834,175.0296594260363,33.78445066254577,Female,No,Lose Weight (High Priority),3,Moderate,1864.628960330926,2563.864820455023,128.19324102275115,192.2898615341268,142.4369344697235
Cindy Hanson,user2086,2024nutrition,44,49.05701311905973,172.02937016621766,16.576617013944023,Female,No,Maintain Weight,6,Low,1243.6501890868876,1710.0190099944705,106.8761881246544,171.00190099944706,66.50073927756274
Wesley Smith,user2087,2024nutrition,61,41.68557955503079,171.15882413883452,14.229421871031873,Male,Yes,Maintain Weight,6,High,1121.9179063410145,1935.3083884382493,193.530838843825,145.14812913286875,64.51027961460832
Kenneth Smith,user2088,2024nutrition,53,118.74992698869778,160.47137290936757,46.11457546350464,Male,No,Lose Weight (High Priority),3,Moderate,2148.4758904596392,2954.154349382004,147.7077174691002,221.5615762036504,164.119686076778
Theresa Smith,user2089,2024nutrition,22,109.47096600772346,177.79836237870106,34.629278038085694,Female,No,Lose Weight (High Priority),6,High,1915.4303493226344,3304.1173525815448,165.20586762907726,247.8088014436159,183.56207514341915
Austin Cox,user2090,2024nutrition,20,45.45405163750039,185.28377077307368,13.240300434804784,Male,Yes,Gain Weight (Muscle),4,Low,1472.9467457275734,2025.3017753754127,202.53017753754136,151.89763315315602,67.51005917918044
Jeffery Ochoa,user2091,2024nutrition,24,78.8411957368958,175.9459627463087,25.46798529298725,Male,Yes,Lose Weight,7,Low,1852.7141745067288,2547.481989946752,222.9046741203408,127.37409949733762,99.0687440534848
Candace Wilson,user2092,2024nutrition,32,91.87515739096546,155.9419757394087,37.78087670234238,Male,Yes,Lose Weight (High Priority),5,Low,1885.9150251401868,2593.133159567757,226.8991514621788,129.65665797838787,129.65665797838784
Jason Williams,user2093,2024nutrition,52,115.32579402520366,189.53651407557024,32.10263460706728,Female,Yes,Lose Weight (High Priority),4,High,1876.034737957175,2907.853843833621,254.43721133544184,145.39269219168108,145.39269219168102
Mr. Ronnie Moss MD,user2094,2024nutrition,61,112.86605446473295,179.14801791578432,35.167324461736406,Male,No,Lose Weight (High Priority),7,High,2113.862869641877,4016.3394523195657,200.8169726159783,301.2254589239675,223.1299695733092
Jeremy Hernandez,user2095,2024nutrition,20,58.51524080713523,157.38942145740126,23.62206818038493,Female,No,Maintain Weight,4,Low,1389.6758594186083,1910.8043067005867,119.42526916878668,191.0804306700587,74.30905637168948
Shelley Hall,user2096,2024nutrition,61,57.44826177662176,183.1551553874224,17.1253161447868,Female,Yes,Maintain Weight,2,Moderate,1282.1017480386563,1762.8899035531524,176.28899035531526,132.21674276648645,58.762996785105074
Christopher Cooper,user2097,2024nutrition,51,53.86411799050797,152.7486631248601,23.08578873213888,Male,Yes,Maintain Weight,6,Moderate,1253.4934230550389,1942.9148057353104,194.29148057353103,145.7186104301483,64.76382685784367
Vanessa Miller,user2098,2024nutrition,23,53.8786702230502,173.4414266179783,17.910643688171334,Male,Yes,Gain Weight (Muscle),1,Moderate,1511.9489513178814,2078.929808062087,207.8929808062087,155.91973560465655,69.29766026873624
John Adams,user2099,2024nutrition,59,105.37692538514943,172.6516053394545,35.35120982099637,Female,No,Lose Weight (High Priority),2,High,1701.4181023781068,2339.4498907698967,116.97249453849484,175.45874180774229,129.96943837610536
Stacy Wilkerson,user20100,2024nutrition,49,76.44864663042242,150.12246263487287,33.921765020401985,Female,No,Lose Weight (High Priority),3,Low,1407.4230246343525,1935.2066588722344,96.76033294361171,145.1404994154176,107.51148104845748
Lisa Alvarado,user20101,2024nutrition,19,50.51417260049988,185.8838497499191,14.619412729727022,Female,Yes,Gain Weight (Muscle),7,High,1408.295720562072,2675.7618690679365,267.5761869067937,200.68214018009527,89.19206230226455
Theresa Krueger,user20102,2024nutrition,67,105.37902040315744,188.5586995316822,29.63882678037937,Female,No,Lose Weight,2,Moderate,1716.0776528171482,2359.6067726235788,117.98033863117894,176.97050794676844,104.8714121166035
Matthew Bailey MD,user20103,2024nutrition,49,48.3343498232247,171.1716587476892,16.496513337891777,Female,Yes,Maintain Weight,7,Low,1212.6605316156997,1667.408230971587,166.7408230971587,125.05561732286904,55.58027436571957
Stephanie Chase,user20104,2024nutrition,18,63.385812804096666,159.89707681209006,24.79196872347271,Male,No,Maintain Weight,6,High,1602.7018057577034,2764.6606149320382,172.7912884332524,276.4660614932038,107.51457946957925
Jennifer Herrera,user20105,2024nutrition,61,84.68948183008317,178.51093955091577,26.576623504364147,Male,No,Lose Weight,4,Low,1733.3239869824693,2383.320482100896,119.16602410504476,178.7490361575672,105.92535476003978
Taylor Smith,user20106,2024nutrition,21,109.57397162171212,166.1539747814027,39.69044181408656,Female,Yes,Lose Weight (High Priority),4,Moderate,1884.6385294587567,2921.189720661074,255.604100557844,146.05948603305373,146.05948603305367
Eric Wade,user20107,2024nutrition,26,49.1741727752332,177.2044169513596,15.659863680967405,Female,Yes,Gain Weight (Muscle),2,Moderate,1338.7058593678937,1840.7205566308533,184.07205566308537,138.05404174731405,61.35735188769512
Nicole Johns,user20108,2024nutrition,56,96.60292753439086,165.0555452116181,35.45929109198594,Male,Yes,Lose Weight (High Priority),7,High,1856.7409816487896,3527.8078651327,308.68318819911127,176.39039325663504,176.39039325663498
Phillip Williams,user20109,2024nutrition,45,64.51300653591474,184.7684796254856,18.896941195186976,Male,Yes,Maintain Weight,1,Low,1583.8816822843553,2177.8373131409885,217.78373131409887,163.33779848557415,72.59457710469961
Dawn Herring,user20110,2024nutrition,66,54.07872721466342,152.8070175157688,23.1600697543424,Male,Yes,Maintain Weight,3,Moderate,1171.4935855530202,1610.8036801354028,161.0803680135403,120.81027601015523,53.69345600451342
Taylor Murray,user20111,2024nutrition,19,98.70119941810282,180.9273271681962,30.151859129334152,Female,Yes,Lose Weight (High Priority),6,Low,1838.5258505862685,2527.973044556119,221.19764139866044,126.39865222780598,126.39865222780594
Jamie Moore,user20112,2024nutrition,35,44.148496595258095,173.8001577452052,14.615564248822045,Female,Yes,Maintain Weight,3,Low,1242.7170367109973,1708.735925477621,170.87359254776214,128.15519441082162,56.95786418258737
Julia Odonnell,user20113,2024nutrition,42,105.64273927715962,188.48553971055475,29.73607057274594,Male,Yes,Lose Weight,7,High,2169.76588316706,4122.555178017413,360.72357807652367,206.12775890087067,160.32159025623272
Diane Salazar,user20114,2024nutrition,67,80.44349096614901,185.9474744918778,23.26539019858641,Female,Yes,Maintain Weight,4,Moderate,1477.4092369398172,2289.9843172567166,228.99843172567168,171.74882379425378,76.33281057522389
Jordan Allen,user20115,2024nutrition,43,62.3051276268643,189.19457180554303,17.406299272654202,Male,Yes,Maintain Weight,7,High,1586.897544911902,3015.105335332614,301.51053353326137,226.13290014994607,100.5035111777538
Carly Montgomery,user20116,2024nutrition,48,86.08181719369463,178.80968341205698,26.923366174039817,Female,Yes,Lose Weight,4,Moderate,1589.7039628006469,2464.0411423410023,215.60359995483773,123.20205711705016,95.8238222021501
Aaron Melendez,user20117,2024nutrition,51,108.209302404349,167.95891022451156,38.35822488824482,Male,Yes,Lose Weight (High Priority),1,Moderate,2054.549834478494,2825.0060224079302,247.18802696069392,141.25030112039653,141.2503011203965
Sarah Obrien,user20118,2024nutrition,47,104.5615646399665,172.89385898252564,34.97944686545463,Male,Yes,Lose Weight (High Priority),4,High,2052.071910738772,3180.711461645097,278.31225289394604,159.0355730822549,159.03557308225484
Casey Burns,user20119,2024nutrition,58,105.75696171612468,176.7443073812642,33.854631878621,Female,No,Lose Weight (High Priority),2,High,1721.9414892561613,2367.669547727222,118.38347738636112,177.57521607954166,131.53719709595677
Danielle Alexander,user20120,2024nutrition,65,117.89702119851,171.121603224798,40.26179668359644,Female,Yes,Lose Weight (High Priority),2,Low,1786.4714818130462,2456.3982874929384,214.9348501556321,122.81991437464694,122.81991437464691
Aaron Wallace,user20121,2024nutrition,48,115.19014820045808,165.24471045012794,42.18520890861485,Female,No,Lose Weight (High Priority),4,High,1816.8444133841324,2816.1088407454054,140.80544203727027,211.20816305590543,156.45049115252252
Jack Wright DDS,user20122,2024nutrition,43,61.36629761218053,187.21297119241527,17.50886726055445,Male,No,Maintain Weight,7,High,1564.810337862784,2973.139641939289,185.8212276212056,297.31396419392894,115.62209718652792
Lance Downs,user20123,2024nutrition,48,53.04116572967718,169.2522115676095,18.51587993529468,Female,No,Maintain Weight,2,Low,1254.5680109387793,1725.0310150408216,107.81443844005136,172.50310150408217,67.08453947380973
Nathan Harrison,user20124,2024nutrition,62,95.21444974899998,163.3601050663376,35.67885049714202,Female,No,Lose Weight (High Priority),3,Moderate,1565.670622324517,2152.7971056962106,107.63985528481054,161.45978292721583,119.59983920534503
Victoria Jensen,user20125,2024nutrition,32,40.89329049994815,170.05045689183817,14.141531701263771,Female,No,Maintain Weight,6,High,1213.9895727039352,2094.132012914288,130.883250807143,209.41320129142883,81.43846716888898
Sarah Mcmillan,user20126,2024nutrition,48,111.4972783754726,171.5467499915417,37.88779032099882,Male,No,Lose Weight (High Priority),2,Low,2132.847891605615,2932.665850957721,146.63329254788604,219.9499388218291,162.92588060876227
Paul Rivera,user20127,2024nutrition,27,89.45435095346218,160.16923308155145,34.869303834642416,Male,Yes,Lose Weight (High Priority),2,Low,1902.1550892818989,2615.4632477626105,228.85303417922844,130.77316238813054,130.77316238813052
Donna Murray,user20128,2024nutrition,67,102.5283112745137,170.0180423708864,35.46939507008152,Female,No,Lose Weight (High Priority),2,Low,1632.2781896204342,2244.3825107280973,112.21912553640487,168.3286883046073,124.68791726267207
Mary Williams,user20129,2024nutrition,61,53.72429559254377,164.73287016026413,19.79749306108373,Female,Yes,Maintain Weight,3,Low,1190.5939931007506,1637.066740513532,163.70667405135322,122.78000553851491,54.56889135045107
